timestamp,coin,signal,direction,slope
1769870153.246598,ETH/USD,GO,buy,0.005
1769870153.246598,SOL/USD,STOP,sell,-0.002
1769870153.246598,SUI/USD,WAIT,neutral,0.0
1769870183.253061,BTC/USD,WAIT,neutral,0.0001
1769870183.253061,ETH/USD,GO,buy,0.005
1769870183.253061,SOL/USD,STOP,sell,-0.002
1769870183.253061,SUI/USD,WAIT,neutral,0.0
1769870213.259968,BTC/USD,WAIT,neutral,0.0001
1769870213.259968,ETH/USD,GO,buy,0.005
1769870213.259968,SOL/USD,STOP,sell,-0.002
1769870213.259968,SUI/USD,WAIT,neutral,0.0
1769870243.263354,BTC/USD,WAIT,neutral,0.0001
1769870243.263354,ETH/USD,GO,buy,0.005
1769870243.263354,SOL/USD,STOP,sell,-0.002
1769870243.263354,SUI/USD,WAIT,neutral,0.0
1769870273.269451,BTC/USD,WAIT,neutral,0.0001
1769870273.269451,ETH/USD,GO,buy,0.005
1769870273.269451,SOL/USD,STOP,sell,-0.002
1769870273.269451,SUI/USD,WAIT,neutral,0.0
1769870303.277028,BTC/USD,WAIT,neutral,0.0001
1769870303.277028,ETH/USD,GO,buy,0.005
1769870303.277028,SOL/USD,STOP,sell,-0.002
1769870303.277028,SUI/USD,WAIT,neutral,0.0
1769870333.2820532,BTC/USD,WAIT,neutral,0.0001
1769870333.2820532,ETH/USD,GO,buy,0.005
1769870333.2820532,SOL/USD,STOP,sell,-0.002
1769870333.2820532,SUI/USD,WAIT,neutral,0.0
1769870363.2859259,BTC/USD,WAIT,neutral,0.0001
1769870363.2859259,ETH/USD,GO,buy,0.005
1769870363.2859259,SOL/USD,STOP,sell,-0.002
1769870363.2859259,SUI/USD,WAIT,neutral,0.0
1769870393.296801,BTC/USD,WAIT,neutral,0.0001
1769870393.296801,ETH/USD,GO,buy,0.005
1769870393.296801,SOL/USD,STOP,sell,-0.002
1769870393.296801,SUI/USD,WAIT,neutral,0.0
1769870423.299485,BTC/USD,WAIT,neutral,0.0001
1769870423.299485,ETH/USD,GO,buy,0.005
1769870423.299485,SOL/USD,STOP,sell,-0.002
1769870423.299485,SUI/USD,WAIT,neutral,0.0
1769870453.309001,BTC/USD,WAIT,neutral,0.0001
1769870453.309001,ETH/USD,GO,buy,0.005
1769870453.309001,SOL/USD,STOP,sell,-0.002
1769870453.309001,SUI/USD,WAIT,neutral,0.0
1769870483.315265,BTC/USD,WAIT,neutral,0.0001
1769870483.315265,ETH/USD,GO,buy,0.005
1769870483.315265,SOL/USD,STOP,sell,-0.002
1769870483.315265,SUI/USD,WAIT,neutral,0.0
1769870513.321459,BTC/USD,WAIT,neutral,0.0001
1769870513.321459,ETH/USD,GO,buy,0.005
1769870513.321459,SOL/USD,STOP,sell,-0.002
1769870513.321459,SUI/USD,WAIT,neutral,0.0
1769870543.328332,BTC/USD,WAIT,neutral,0.0001
1769870543.328332,ETH/USD,GO,buy,0.005
1769870543.328332,SOL/USD,STOP,sell,-0.002
1769870543.328332,SUI/USD,WAIT,neutral,0.0
1769870573.332875,BTC/USD,WAIT,neutral,0.0001
1769870573.332875,ETH/USD,GO,buy,0.005
1769870573.332875,SOL/USD,STOP,sell,-0.002
1769870573.332875,SUI/USD,WAIT,neutral,0.0
1769870601.2531042,BTC/USD,PREPARE,buy,0.0
1769870601.2531042,ETH/USD,GO,buy,0.0
1769870601.2531042,SOL/USD,GO,buy,0.0
1769870601.2531042,SUI/USD,GO,buy,0.0
1769870621.307311,BTC/USD,PREPARE,buy,0.0
1769870621.307311,ETH/USD,GO,buy,0.0
1769870621.307311,SOL/USD,GO,buy,0.0
1769870621.307311,SUI/USD,GO,buy,0.0
1769870652.519103,BTC/USD,PREPARE,buy,0.0
1769870652.519103,ETH/USD,GO,buy,0.0
1769870652.519103,SOL/USD,GO,buy,0.0
1769870652.519103,SUI/USD,GO,buy,0.0
1769870683.811646,BTC/USD,PREPARE,buy,0.0
1769870683.811646,ETH/USD,GO,buy,0.0
1769870683.811646,SOL/USD,GO,buy,0.0
1769870683.811646,SUI/USD,GO,buy,0.0
1769870715.42142,BTC/USD,PREPARE,buy,0.0
1769870715.42142,ETH/USD,GO,buy,0.0
1769870715.42142,SOL/USD,GO,buy,0.0
1769870715.42142,SUI/USD,GO,buy,0.0
1769870747.010517,BTC/USD,PREPARE,buy,0.0
1769870747.010517,ETH/USD,GO,buy,0.0
1769870747.010517,SOL/USD,GO,buy,0.0
1769870747.010517,SUI/USD,PREPARE,buy,0.0
1769870778.037977,BTC/USD,PREPARE,buy,0.0
1769870778.037977,ETH/USD,PREPARE,buy,0.0
1769870778.037977,SOL/USD,PREPARE,buy,0.0
1769870778.037977,SUI/USD,PREPARE,buy,0.0
1769870809.956664,BTC/USD,PREPARE,buy,0.0
1769870809.956664,ETH/USD,PREPARE,buy,0.0
1769870809.956664,SOL/USD,PREPARE,buy,0.0
1769870809.956664,SUI/USD,PREPARE,buy,0.0
1769870841.9073558,BTC/USD,PREPARE,buy,0.0
1769870841.9073558,ETH/USD,PREPARE,buy,0.0
1769870841.9073558,SOL/USD,PREPARE,buy,0.0
1769870841.9073558,SUI/USD,PREPARE,buy,0.0
1769870873.506577,BTC/USD,PREPARE,buy,0.0
1769870873.506577,ETH/USD,PREPARE,buy,0.0
1769870873.506577,SOL/USD,PREPARE,buy,0.0
1769870873.506577,SUI/USD,PREPARE,buy,0.0
1769870904.941874,BTC/USD,PREPARE,buy,0.0
1769870904.941874,ETH/USD,PREPARE,buy,0.0
1769870904.941874,SOL/USD,PREPARE,buy,0.0
1769870904.941874,SUI/USD,PREPARE,buy,0.0
1769870936.428742,BTC/USD,PREPARE,buy,0.0
1769870936.428742,ETH/USD,PREPARE,buy,0.0
1769870936.428742,SOL/USD,PREPARE,buy,0.0
1769870936.428742,SUI/USD,PREPARE,buy,0.0
1769870967.555319,BTC/USD,PREPARE,buy,0.0
1769870967.555319,ETH/USD,PREPARE,buy,0.0
1769870967.555319,SOL/USD,PREPARE,buy,0.0
1769870967.555319,SUI/USD,PREPARE,buy,0.0
1769870998.928343,BTC/USD,PREPARE,buy,0.0
1769870998.928343,ETH/USD,GO,buy,0.0
1769870998.928343,SOL/USD,GO,buy,0.0
1769870998.928343,SUI/USD,PREPARE,buy,0.0
1769871030.298769,BTC/USD,PREPARE,buy,0.0
1769871030.298769,ETH/USD,GO,buy,0.0
1769871030.298769,SOL/USD,GO,buy,0.0
1769871030.298769,SUI/USD,PREPARE,buy,0.0
1769871062.932259,BTC/USD,PREPARE,buy,0.0
1769871062.932259,ETH/USD,GO,buy,0.0
1769871062.932259,SOL/USD,GO,buy,0.0
1769871062.932259,SUI/USD,PREPARE,buy,0.0
1769871094.466132,BTC/USD,PREPARE,buy,0.0
1769871094.466132,ETH/USD,GO,buy,0.0
1769871094.466132,SOL/USD,GO,buy,0.0
1769871094.466132,SUI/USD,PREPARE,buy,0.0
1769871118.863334,BTC/USD,PREPARE,buy,0.0
1769871118.863334,ETH/USD,GO,buy,0.0
1769871118.863334,SOL/USD,GO,buy,0.0
1769871118.863334,SUI/USD,PREPARE,buy,0.0
1769871150.758904,BTC/USD,PREPARE,buy,0.0
1769871150.758904,ETH/USD,PREPARE,buy,0.0
1769871150.758904,SOL/USD,GO,buy,0.0
1769871150.758904,SUI/USD,PREPARE,buy,0.0
1769871182.214647,BTC/USD,PREPARE,buy,0.0
1769871182.214647,ETH/USD,PREPARE,buy,0.0
1769871182.214647,SOL/USD,PREPARE,buy,0.0
1769871182.214647,SUI/USD,PREPARE,buy,0.0
1769871213.6753101,BTC/USD,PREPARE,buy,0.0
1769871213.6753101,ETH/USD,PREPARE,buy,0.0
1769871213.6753101,SOL/USD,PREPARE,buy,0.0
1769871213.6753101,SUI/USD,PREPARE,buy,0.0
1769871245.353034,BTC/USD,PREPARE,buy,0.0
1769871245.353034,ETH/USD,PREPARE,buy,0.0
1769871245.353034,SOL/USD,PREPARE,buy,0.0
1769871245.353034,SUI/USD,PREPARE,buy,0.0
1769871276.982743,BTC/USD,WAIT,neutral,0.0
1769871276.982743,ETH/USD,PREPARE,buy,0.0
1769871276.982743,SOL/USD,PREPARE,buy,0.0
1769871276.982743,SUI/USD,WAIT,neutral,0.0
1769871308.4015849,BTC/USD,WAIT,neutral,0.0
1769871308.4015849,ETH/USD,PREPARE,buy,0.0
1769871308.4015849,SOL/USD,PREPARE,buy,0.0
1769871308.4015849,SUI/USD,WAIT,neutral,0.0
1769871340.125453,BTC/USD,WAIT,neutral,0.0
1769871340.125453,ETH/USD,PREPARE,buy,0.0
1769871340.125453,SOL/USD,PREPARE,buy,0.0
1769871340.125453,SUI/USD,WAIT,neutral,0.0
1769871371.740905,BTC/USD,WAIT,neutral,0.0
1769871371.740905,ETH/USD,PREPARE,buy,0.0
1769871371.740905,SOL/USD,PREPARE,buy,0.0
1769871371.740905,SUI/USD,WAIT,neutral,0.0
1769871403.203159,BTC/USD,WAIT,neutral,0.0
1769871403.203159,ETH/USD,PREPARE,buy,0.0
1769871403.203159,SOL/USD,PREPARE,buy,0.0
1769871403.203159,SUI/USD,WAIT,neutral,0.0
1769871434.436417,BTC/USD,WAIT,neutral,0.0
1769871434.436417,ETH/USD,PREPARE,buy,0.0
1769871434.436417,SOL/USD,PREPARE,buy,0.0
1769871434.436417,SUI/USD,WAIT,neutral,0.0
1769871465.594424,BTC/USD,WAIT,neutral,0.0
1769871465.594424,ETH/USD,PREPARE,buy,0.0
1769871465.594424,SOL/USD,PREPARE,buy,0.0
1769871465.594424,SUI/USD,WAIT,neutral,0.0
1769871497.1681821,BTC/USD,WAIT,neutral,0.0
1769871497.1681821,ETH/USD,PREPARE,buy,0.0
1769871497.1681821,SOL/USD,PREPARE,buy,0.0
1769871497.1681821,SUI/USD,WAIT,neutral,0.0
1769871528.7966878,BTC/USD,WAIT,neutral,0.0
1769871528.7966878,ETH/USD,PREPARE,buy,0.0
1769871528.7966878,SOL/USD,PREPARE,buy,0.0
1769871528.7966878,SUI/USD,WAIT,neutral,0.0
1769871560.3169081,BTC/USD,WAIT,neutral,0.0
1769871560.3169081,ETH/USD,PREPARE,buy,0.0
1769871560.3169081,SOL/USD,PREPARE,buy,0.0
1769871560.3169081,SUI/USD,WAIT,neutral,0.0
1769871591.691631,BTC/USD,WAIT,neutral,0.0
1769871591.691631,ETH/USD,PREPARE,buy,0.0
1769871591.691631,SOL/USD,PREPARE,buy,0.0
1769871591.691631,SUI/USD,WAIT,neutral,0.0
1769871623.182938,BTC/USD,WAIT,neutral,0.0
1769871623.182938,ETH/USD,PREPARE,buy,0.0
1769871623.182938,SOL/USD,PREPARE,buy,0.0
1769871623.182938,SUI/USD,WAIT,neutral,0.0
1769871654.541774,BTC/USD,WAIT,neutral,0.0
1769871654.541774,ETH/USD,PREPARE,buy,0.0
1769871654.541774,SOL/USD,PREPARE,buy,0.0
1769871654.541774,SUI/USD,WAIT,neutral,0.0
1769871685.997244,BTC/USD,WAIT,neutral,0.0
1769871685.997244,ETH/USD,PREPARE,buy,0.0
1769871685.997244,SOL/USD,PREPARE,buy,0.0
1769871685.997244,SUI/USD,WAIT,neutral,0.0
1769871717.820609,BTC/USD,WAIT,neutral,0.0
1769871717.820609,ETH/USD,PREPARE,buy,0.0
1769871717.820609,SOL/USD,PREPARE,buy,0.0
1769871717.820609,SUI/USD,WAIT,neutral,0.0
1769871749.948135,BTC/USD,WAIT,neutral,0.0
1769871749.948135,ETH/USD,PREPARE,buy,0.0
1769871749.948135,SOL/USD,PREPARE,buy,0.0
1769871749.948135,SUI/USD,WAIT,neutral,0.0
1769871781.1900868,BTC/USD,WAIT,neutral,0.0
1769871781.1900868,ETH/USD,PREPARE,buy,0.0
1769871781.1900868,SOL/USD,PREPARE,buy,0.0
1769871781.1900868,SUI/USD,WAIT,neutral,0.0
1769871812.599367,BTC/USD,WAIT,neutral,0.0
1769871812.599367,ETH/USD,PREPARE,buy,0.0
1769871812.599367,SOL/USD,PREPARE,buy,0.0
1769871812.599367,SUI/USD,WAIT,neutral,0.0
1769871844.2337978,BTC/USD,WAIT,neutral,0.0
1769871844.2337978,ETH/USD,PREPARE,buy,0.0
1769871844.2337978,SOL/USD,PREPARE,buy,0.0
1769871844.2337978,SUI/USD,WAIT,neutral,0.0
1769871875.5916648,BTC/USD,WAIT,neutral,0.0
1769871875.5916648,ETH/USD,PREPARE,buy,0.0
1769871875.5916648,SOL/USD,PREPARE,buy,0.0
1769871875.5916648,SUI/USD,WAIT,neutral,0.0
1769871907.307513,BTC/USD,WAIT,neutral,0.0
1769871907.307513,ETH/USD,PREPARE,buy,0.0
1769871907.307513,SOL/USD,PREPARE,buy,0.0
1769871907.307513,SUI/USD,WAIT,neutral,0.0
1769871938.879123,BTC/USD,WAIT,neutral,0.0
1769871938.879123,ETH/USD,PREPARE,buy,0.0
1769871938.879123,SOL/USD,PREPARE,buy,0.0
1769871938.879123,SUI/USD,WAIT,neutral,0.0
1769871970.798989,BTC/USD,WAIT,neutral,0.0
1769871970.798989,ETH/USD,WAIT,neutral,0.0
1769871970.798989,SOL/USD,PREPARE,buy,0.0
1769871970.798989,SUI/USD,WAIT,neutral,0.0
1769872001.969296,BTC/USD,WAIT,neutral,0.0
1769872001.969296,ETH/USD,WAIT,neutral,0.0
1769872001.969296,SOL/USD,WAIT,neutral,0.0
1769872001.969296,SUI/USD,WAIT,neutral,0.0
1769872033.6229389,BTC/USD,WAIT,neutral,0.0
1769872033.6229389,ETH/USD,PREPARE,buy,0.0
1769872033.6229389,SOL/USD,PREPARE,buy,0.0
1769872033.6229389,SUI/USD,WAIT,neutral,0.0
1769872065.143481,BTC/USD,WAIT,neutral,0.0
1769872065.143481,ETH/USD,PREPARE,buy,0.0
1769872065.143481,SOL/USD,PREPARE,buy,0.0
1769872065.143481,SUI/USD,WAIT,neutral,0.0
1769872096.871636,BTC/USD,WAIT,neutral,0.0
1769872096.871636,ETH/USD,WAIT,neutral,0.0
1769872096.871636,SOL/USD,PREPARE,buy,0.0
1769872096.871636,SUI/USD,WAIT,neutral,0.0
1769872129.156917,BTC/USD,WAIT,neutral,0.0
1769872129.156917,ETH/USD,PREPARE,buy,0.0
1769872129.156917,SOL/USD,PREPARE,buy,0.0
1769872129.156917,SUI/USD,WAIT,neutral,0.0
1769872160.774903,BTC/USD,WAIT,neutral,0.0
1769872160.774903,ETH/USD,PREPARE,buy,0.0
1769872160.774903,SOL/USD,PREPARE,buy,0.0
1769872160.774903,SUI/USD,WAIT,neutral,0.0
1769872192.188084,BTC/USD,WAIT,neutral,0.0
1769872192.188084,ETH/USD,PREPARE,buy,0.0
1769872192.188084,SOL/USD,PREPARE,buy,0.0
1769872192.188084,SUI/USD,WAIT,neutral,0.0
1769872223.7849112,BTC/USD,WAIT,neutral,0.0
1769872223.7849112,ETH/USD,PREPARE,buy,0.0
1769872223.7849112,SOL/USD,PREPARE,buy,0.0
1769872223.7849112,SUI/USD,WAIT,neutral,0.0
1769872255.043684,BTC/USD,WAIT,neutral,0.0
1769872255.043684,ETH/USD,PREPARE,buy,0.0
1769872255.043684,SOL/USD,PREPARE,buy,0.0
1769872255.043684,SUI/USD,WAIT,neutral,0.0
1769872286.911521,BTC/USD,WAIT,neutral,0.0
1769872286.911521,ETH/USD,PREPARE,buy,0.0
1769872286.911521,SOL/USD,PREPARE,buy,0.0
1769872286.911521,SUI/USD,WAIT,neutral,0.0
1769872318.0052538,BTC/USD,WAIT,neutral,0.0
1769872318.0052538,ETH/USD,PREPARE,buy,0.0
1769872318.0052538,SOL/USD,PREPARE,buy,0.0
1769872318.0052538,SUI/USD,WAIT,neutral,0.0
1769872349.631701,BTC/USD,WAIT,neutral,0.0
1769872349.631701,ETH/USD,PREPARE,buy,0.0
1769872349.631701,SOL/USD,PREPARE,buy,0.0
1769872349.631701,SUI/USD,WAIT,neutral,0.0
1769872382.13679,BTC/USD,WAIT,neutral,0.0
1769872382.13679,ETH/USD,PREPARE,buy,0.0
1769872382.13679,SOL/USD,PREPARE,buy,0.0
1769872382.13679,SUI/USD,WAIT,neutral,0.0
1769872413.85985,BTC/USD,WAIT,neutral,0.0
1769872413.85985,ETH/USD,PREPARE,buy,0.0
1769872413.85985,SOL/USD,PREPARE,buy,0.0
1769872413.85985,SUI/USD,WAIT,neutral,0.0
1769872445.477584,BTC/USD,WAIT,neutral,0.0
1769872445.477584,ETH/USD,PREPARE,buy,0.0
1769872445.477584,SOL/USD,PREPARE,buy,0.0
1769872445.477584,SUI/USD,WAIT,neutral,0.0
1769872464.1715531,BTC/USD,WAIT,neutral,0.0
1769872464.1715531,ETH/USD,PREPARE,buy,0.0
1769872464.1715531,SOL/USD,PREPARE,buy,0.0
1769872464.1715531,SUI/USD,WAIT,neutral,0.0
1769872496.066847,BTC/USD,WAIT,neutral,0.0
1769872496.066847,ETH/USD,WAIT,neutral,0.0
1769872496.066847,SOL/USD,PREPARE,buy,0.0
1769872496.066847,SUI/USD,WAIT,neutral,0.0
1769872527.602041,BTC/USD,WAIT,neutral,0.0
1769872527.602041,ETH/USD,WAIT,neutral,0.0
1769872527.602041,SOL/USD,PREPARE,buy,0.0
1769872527.602041,SUI/USD,WAIT,neutral,0.0
1769872558.882188,BTC/USD,WAIT,neutral,0.0
1769872558.882188,ETH/USD,PREPARE,buy,0.0
1769872558.882188,SOL/USD,PREPARE,buy,0.0
1769872558.882188,SUI/USD,WAIT,neutral,0.0
1769872579.946511,BTC/USD,WAIT,neutral,0.0
1769872579.946511,ETH/USD,PREPARE,buy,0.0
1769872579.946511,SOL/USD,PREPARE,buy,0.0
1769872579.946511,SUI/USD,WAIT,neutral,0.0
1769872611.511903,BTC/USD,WAIT,neutral,0.0
1769872611.511903,ETH/USD,PREPARE,buy,0.0
1769872611.511903,SOL/USD,PREPARE,buy,0.0
1769872611.511903,SUI/USD,WAIT,neutral,0.0
1769872643.19329,BTC/USD,WAIT,neutral,0.0
1769872643.19329,ETH/USD,PREPARE,buy,0.0
1769872643.19329,SOL/USD,PREPARE,buy,0.0
1769872643.19329,SUI/USD,WAIT,neutral,0.0
1769872674.907573,BTC/USD,WAIT,neutral,0.0
1769872674.907573,ETH/USD,WAIT,neutral,0.0
1769872674.907573,SOL/USD,PREPARE,buy,0.0
1769872674.907573,SUI/USD,WAIT,neutral,0.0
1769872706.588844,BTC/USD,WAIT,neutral,0.0
1769872706.588844,ETH/USD,WAIT,neutral,0.0
1769872706.588844,SOL/USD,PREPARE,buy,0.0
1769872706.588844,SUI/USD,WAIT,neutral,0.0
1769872738.206006,BTC/USD,WAIT,neutral,0.0
1769872738.206006,ETH/USD,WAIT,neutral,0.0
1769872738.206006,SOL/USD,PREPARE,buy,0.0
1769872738.206006,SUI/USD,WAIT,neutral,0.0
1769872755.2381928,BTC/USD,WAIT,neutral,0.0
1769872755.2381928,ETH/USD,WAIT,neutral,0.0
1769872755.2381928,SOL/USD,PREPARE,buy,0.0
1769872755.2381928,SUI/USD,WAIT,neutral,0.0
1769872786.850448,BTC/USD,WAIT,neutral,0.0
1769872786.850448,ETH/USD,PREPARE,buy,0.0
1769872786.850448,SOL/USD,PREPARE,buy,0.0
1769872786.850448,SUI/USD,WAIT,neutral,0.0
1769872800.652583,BTC/USD,WAIT,neutral,0.0
1769872800.652583,ETH/USD,PREPARE,buy,0.0
1769872800.652583,SOL/USD,PREPARE,buy,0.0
1769872800.652583,SUI/USD,WAIT,neutral,0.0
1769872824.92341,BTC/USD,WAIT,neutral,0.0
1769872824.92341,ETH/USD,PREPARE,buy,0.0
1769872824.92341,SOL/USD,PREPARE,buy,0.0
1769872824.92341,SUI/USD,WAIT,neutral,0.0
1769872856.322913,BTC/USD,WAIT,neutral,0.0
1769872856.322913,ETH/USD,PREPARE,buy,0.0
1769872856.322913,SOL/USD,PREPARE,buy,0.0
1769872856.322913,SUI/USD,WAIT,neutral,0.0
1769872887.79599,BTC/USD,WAIT,neutral,0.0
1769872887.79599,ETH/USD,PREPARE,buy,0.0
1769872887.79599,SOL/USD,PREPARE,buy,0.0
1769872887.79599,SUI/USD,WAIT,neutral,0.0
1769872919.4476001,BTC/USD,WAIT,neutral,0.0
1769872919.4476001,ETH/USD,PREPARE,buy,0.0
1769872919.4476001,SOL/USD,PREPARE,buy,0.0
1769872919.4476001,SUI/USD,WAIT,neutral,0.0
1769872951.0103219,BTC/USD,WAIT,neutral,0.0
1769872951.0103219,ETH/USD,PREPARE,buy,0.0
1769872951.0103219,SOL/USD,PREPARE,buy,0.0
1769872951.0103219,SUI/USD,WAIT,neutral,0.0
1769872982.300721,BTC/USD,WAIT,neutral,0.0
1769872982.300721,ETH/USD,PREPARE,buy,0.0
1769872982.300721,SOL/USD,PREPARE,buy,0.0
1769872982.300721,SUI/USD,WAIT,neutral,0.0
1769873013.830536,BTC/USD,WAIT,neutral,0.0
1769873013.830536,ETH/USD,PREPARE,buy,0.0
1769873013.830536,SOL/USD,PREPARE,buy,0.0
1769873013.830536,SUI/USD,WAIT,neutral,0.0
1769873045.829972,BTC/USD,WAIT,neutral,0.0
1769873045.829972,ETH/USD,PREPARE,buy,0.0
1769873045.829972,SOL/USD,PREPARE,buy,0.0
1769873045.829972,SUI/USD,WAIT,neutral,0.0
1769873077.3176692,BTC/USD,WAIT,neutral,0.0
1769873077.3176692,ETH/USD,PREPARE,buy,0.0
1769873077.3176692,SOL/USD,PREPARE,buy,0.0
1769873077.3176692,SUI/USD,WAIT,neutral,0.0
1769873108.853597,BTC/USD,WAIT,neutral,0.0
1769873108.853597,ETH/USD,PREPARE,buy,0.0
1769873108.853597,SOL/USD,PREPARE,buy,0.0
1769873108.853597,SUI/USD,WAIT,neutral,0.0
1769873139.999506,BTC/USD,WAIT,neutral,0.0
1769873139.999506,ETH/USD,WAIT,neutral,0.0
1769873139.999506,SOL/USD,PREPARE,buy,0.0
1769873139.999506,SUI/USD,WAIT,neutral,0.0
1769873171.533443,BTC/USD,WAIT,neutral,0.0
1769873171.533443,ETH/USD,WAIT,neutral,0.0
1769873171.533443,SOL/USD,PREPARE,buy,0.0
1769873171.533443,SUI/USD,WAIT,neutral,0.0
1769873202.722917,BTC/USD,WAIT,neutral,0.0
1769873202.722917,ETH/USD,WAIT,neutral,0.0
1769873202.722917,SOL/USD,PREPARE,buy,0.0
1769873202.722917,SUI/USD,WAIT,neutral,0.0
1769873233.895274,BTC/USD,WAIT,neutral,0.0
1769873233.895274,ETH/USD,WAIT,neutral,0.0
1769873233.895274,SOL/USD,PREPARE,buy,0.0
1769873233.895274,SUI/USD,WAIT,neutral,0.0
1769873265.833995,BTC/USD,WAIT,neutral,0.0
1769873265.833995,ETH/USD,PREPARE,buy,0.0
1769873265.833995,SOL/USD,PREPARE,buy,0.0
1769873265.833995,SUI/USD,WAIT,neutral,0.0
1769873297.265193,BTC/USD,WAIT,neutral,0.0
1769873297.265193,ETH/USD,WAIT,neutral,0.0
1769873297.265193,SOL/USD,PREPARE,buy,0.0
1769873297.265193,SUI/USD,WAIT,neutral,0.0
1769873328.6695411,BTC/USD,WAIT,neutral,0.0
1769873328.6695411,ETH/USD,WAIT,neutral,0.0
